CustomerKey,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age
18045,S,F,30000,0,0,1,1,2-5 Miles,Europe,42
18046,S,M,30000,0,0,0,1,2-5 Miles,Europe,42
18047,M,F,30000,0,0,0,1,0-1 Miles,Europe,41
18048,S,F,30000,0,0,0,1,1-2 Miles,Europe,40
18049,S,M,40000,4,2,1,2,2-5 Miles,North America,54
18050,M,F,60000,1,0,1,1,0-1 Miles,North America,54
18051,M,F,60000,1,0,1,1,2-5 Miles,North America,53
18052,M,F,60000,1,0,1,1,0-1 Miles,North America,54
18053,S,F,40000,0,0,0,1,2-5 Miles,North America,54
18054,S,M,40000,0,0,0,1,0-1 Miles,North America,54
18055,S,M,50000,0,0,0,1,0-1 Miles,North America,48
18056,S,F,60000,0,0,0,1,0-1 Miles,North America,48
18057,M,M,60000,0,0,0,1,0-1 Miles,North America,48
18058,S,F,20000,3,0,1,2,2-5 Miles,North America,87
18059,M,F,60000,1,0,1,1,0-1 Miles,North America,55
18060,M,F,60000,1,0,1,1,2-5 Miles,North America,55
18061,M,M,40000,4,0,0,2,1-2 Miles,North America,71
18062,M,M,70000,4,0,0,2,1-2 Miles,North America,71
18063,S,F,70000,4,0,1,2,10+ Miles,North America,71
18064,M,F,40000,4,0,0,2,2-5 Miles,North America,70
18065,S,F,70000,5,0,1,2,2-5 Miles,North America,70
18066,S,M,70000,5,0,1,3,10+ Miles,North America,69
18067,M,M,70000,5,0,1,4,10+ Miles,North America,69
18068,M,M,70000,5,0,0,4,2-5 Miles,North America,68
18069,M,M,70000,5,0,1,4,10+ Miles,North America,69
18070,M,F,60000,4,0,1,2,10+ Miles,North America,69
18071,M,F,60000,4,0,1,2,2-5 Miles,North America,69
18072,S,F,60000,4,0,1,2,10+ Miles,North America,69
18073,M,M,60000,4,0,1,2,10+ Miles,North America,69
18074,S,F,70000,2,1,1,1,10+ Miles,North America,68
18075,S,F,70000,2,1,1,1,2-5 Miles,North America,68
18076,M,M,70000,2,1,1,1,10+ Miles,North America,68
18077,M,M,70000,2,1,1,1,10+ Miles,North America,68
18078,M,M,70000,2,1,1,1,10+ Miles,North America,68
18079,M,F,60000,5,0,1,3,10+ Miles,North America,68
18080,M,F,60000,5,0,1,3,2-5 Miles,North America,67
18081,M,F,40000,2,1,1,2,2-5 Miles,North America,67
18082,M,M,60000,2,1,1,1,10+ Miles,North America,66
18083,M,M,60000,2,1,1,1,10+ Miles,North America,67
18084,S,F,60000,2,1,0,1,2-5 Miles,North America,67
18085,S,F,60000,2,1,0,2,2-5 Miles,North America,67
18086,S,F,60000,2,1,1,2,2-5 Miles,North America,66
18087,S,M,60000,2,1,1,0,10+ Miles,North America,67
18088,M,M,60000,2,1,0,0,2-5 Miles,North America,67
18089,M,F,40000,2,1,1,2,10+ Miles,North America,65
18090,M,M,40000,2,1,1,2,2-5 Miles,North America,66
18091,S,M,40000,2,1,1,2,10+ Miles,North America,66
18092,M,M,40000,2,1,1,2,10+ Miles,North America,66
18093,S,F,60000,2,1,1,2,10+ Miles,North America,65
18094,S,M,60000,2,1,1,0,10+ Miles,North America,66
18095,M,M,60000,2,1,1,0,10+ Miles,North America,65
18096,M,F,60000,2,1,0,0,2-5 Miles,North America,66
18097,S,F,60000,2,1,1,2,10+ Miles,North America,65
18098,M,M,60000,2,1,1,2,2-5 Miles,North America,64
18099,M,M,60000,2,1,1,1,2-5 Miles,North America,65
18100,M,M,70000,4,2,1,1,10+ Miles,North America,64
18101,M,F,70000,4,2,1,1,10+ Miles,North America,65
18102,M,M,80000,3,1,1,1,1-2 Miles,North America,65
18103,S,F,60000,2,1,0,2,2-5 Miles,North America,64
18104,M,F,60000,2,1,1,1,2-5 Miles,North America,64
18105,M,F,60000,2,1,1,1,10+ Miles,North America,64
18106,M,M,60000,2,1,1,1,10+ Miles,North America,63
18107,M,F,60000,2,1,1,2,10+ Miles,North America,64
18108,M,M,60000,2,1,1,2,2-5 Miles,North America,64
18109,S,M,60000,2,1,1,2,10+ Miles,North America,64
18110,M,M,60000,2,1,1,2,10+ Miles,North America,64
18111,M,M,70000,4,2,0,1,1-2 Miles,North America,64
18112,M,F,70000,4,2,1,1,2-5 Miles,North America,64
18113,M,F,70000,4,2,1,2,10+ Miles,North America,64
18114,S,F,70000,2,1,1,2,10+ Miles,North America,63
18115,M,M,70000,2,1,1,2,10+ Miles,North America,62
18116,M,M,70000,2,1,1,3,2-5 Miles,North America,63
18117,S,M,60000,2,1,1,2,10+ Miles,North America,63
18118,M,F,60000,2,1,0,2,2-5 Miles,North America,63
18119,M,M,60000,2,1,1,2,10+ Miles,North America,63
18120,M,F,60000,2,1,1,2,2-5 Miles,North America,63
18121,M,F,60000,2,1,1,2,2-5 Miles,North America,62
18122,S,M,70000,4,3,1,1,10+ Miles,North America,61
18123,M,F,70000,4,3,1,1,2-5 Miles,North America,62
18124,M,M,130000,2,3,1,4,0-1 Miles,Europe,56
18125,M,F,130000,2,3,1,4,5-10 Miles,Europe,57
18126,M,M,130000,2,4,1,2,5-10 Miles,Europe,56
18127,M,M,130000,2,4,1,2,5-10 Miles,Europe,56
18128,M,M,90000,2,1,0,1,2-5 Miles,Europe,57
18129,M,F,100000,2,3,1,4,5-10 Miles,Europe,58
18130,S,F,130000,3,4,0,2,0-1 Miles,Europe,58
18131,S,F,110000,2,4,1,4,5-10 Miles,Europe,59
18132,M,F,110000,2,4,1,4,5-10 Miles,Europe,59
18133,S,F,120000,3,4,1,4,5-10 Miles,Europe,59
18134,M,F,120000,3,4,1,4,5-10 Miles,Europe,59
18135,M,M,120000,3,4,1,4,5-10 Miles,Europe,58
18136,M,M,130000,3,4,0,3,5-10 Miles,Europe,59
18137,M,M,90000,2,1,1,2,10+ Miles,Europe,60
18138,M,M,100000,2,3,1,4,2-5 Miles,Europe,60
18139,M,F,120000,3,4,1,4,5-10 Miles,Europe,60
18140,M,M,130000,3,4,0,3,5-10 Miles,Europe,60
18141,M,F,130000,3,4,1,3,0-1 Miles,Europe,59
18142,S,F,80000,3,1,1,2,10+ Miles,Europe,61
18143,S,M,70000,5,1,1,2,10+ Miles,Europe,70
18144,M,F,80000,5,0,1,2,2-5 Miles,Europe,70
18145,M,M,80000,5,0,0,2,2-5 Miles,Europe,71
18146,S,M,90000,5,0,0,2,10+ Miles,Europe,71
18147,M,F,170000,3,4,1,3,0-1 Miles,Europe,70
18148,M,F,60000,3,1,1,3,2-5 Miles,Europe,69
18149,M,F,100000,2,3,0,4,2-5 Miles,Europe,70
18150,S,M,80000,5,0,1,2,10+ Miles,Europe,69
18151,S,M,80000,5,0,0,2,10+ Miles,Europe,68
18152,S,M,90000,5,0,0,2,2-5 Miles,Europe,69
18153,M,F,100000,2,3,1,4,10+ Miles,Europe,68
18154,S,M,100000,2,3,1,4,10+ Miles,Europe,69
18155,M,F,80000,4,2,1,1,10+ Miles,Europe,61
18156,M,F,80000,4,2,1,2,10+ Miles,Europe,62
18157,S,F,90000,3,2,1,1,10+ Miles,Europe,62
18158,M,M,90000,4,2,1,1,10+ Miles,Europe,62
18159,M,F,100000,3,4,1,3,10+ Miles,Europe,60
18160,M,M,130000,3,4,1,4,5-10 Miles,Europe,60
18161,M,F,90000,4,2,1,2,2-5 Miles,Europe,61
18162,M,F,90000,4,2,1,2,10+ Miles,Europe,62
18163,M,M,100000,3,4,1,3,2-5 Miles,Europe,62
18164,M,F,120000,3,5,1,2,10+ Miles,Europe,62
18165,M,M,120000,3,5,1,3,10+ Miles,Europe,61
18166,M,M,150000,2,5,1,2,10+ Miles,Europe,62
18167,M,M,90000,4,1,0,2,2-5 Miles,Europe,63
18168,S,M,130000,4,5,0,3,0-1 Miles,Europe,63
18169,S,F,80000,5,2,1,2,10+ Miles,Europe,64
18170,M,M,90000,4,1,1,3,10+ Miles,Europe,64
18171,M,M,110000,4,5,1,2,10+ Miles,Europe,64
18172,M,M,130000,4,5,1,3,0-1 Miles,Europe,64
18173,S,M,130000,4,5,0,3,0-1 Miles,Europe,64
18174,M,F,90000,4,1,1,3,10+ Miles,Europe,65
18175,M,F,90000,4,1,0,3,5-10 Miles,Europe,65
18176,M,M,110000,4,5,1,2,10+ Miles,Europe,65
18177,M,M,130000,4,5,1,3,0-1 Miles,Europe,64
18178,M,F,160000,2,5,1,3,10+ Miles,Europe,65
18179,S,F,80000,5,1,1,3,10+ Miles,Europe,66
18180,M,M,120000,4,5,1,3,10+ Miles,Europe,66
18181,M,M,150000,4,5,1,4,0-1 Miles,Europe,65
18182,S,F,90000,4,1,1,4,10+ Miles,Europe,66
18183,M,F,90000,4,1,1,4,5-10 Miles,Europe,66
18184,M,M,90000,5,0,0,2,5-10 Miles,Europe,68
18185,M,F,110000,4,5,0,3,10+ Miles,Europe,67
18186,M,F,130000,5,5,1,4,10+ Miles,Europe,68
18187,S,M,150000,5,5,0,4,0-1 Miles,Europe,68
18188,M,M,60000,0,0,1,3,10+ Miles,Pacific,40
18189,M,F,70000,0,0,1,2,10+ Miles,Pacific,38
18190,M,M,70000,0,0,0,3,10+ Miles,Pacific,40
18191,M,F,80000,0,0,1,2,10+ Miles,Pacific,40
18192,M,M,60000,0,0,1,4,10+ Miles,Pacific,41
18193,S,M,90000,0,0,1,2,10+ Miles,Pacific,39
18194,M,F,70000,0,0,1,4,10+ Miles,Pacific,41
18195,M,M,70000,0,0,1,4,10+ Miles,Pacific,41
18196,M,M,100000,0,5,0,2,10+ Miles,Pacific,41
18197,M,F,110000,0,5,1,3,10+ Miles,Pacific,41
18198,S,M,120000,5,5,1,4,10+ Miles,Pacific,41
18199,S,F,130000,4,5,1,4,0-1 Miles,Pacific,41
18200,M,M,90000,0,0,0,3,10+ Miles,Pacific,42
18201,M,F,100000,0,5,1,2,10+ Miles,Pacific,41
18202,M,F,100000,0,5,0,2,10+ Miles,Pacific,42
18203,S,M,100000,0,5,1,2,10+ Miles,Pacific,42
18204,M,F,120000,0,5,1,4,10+ Miles,Pacific,41
18205,M,F,90000,0,0,1,3,10+ Miles,Pacific,43
18206,M,M,100000,0,5,1,3,10+ Miles,Pacific,43
18207,M,M,100000,0,5,1,3,10+ Miles,Pacific,42
18208,M,F,90000,0,0,1,3,10+ Miles,Pacific,44
18209,S,F,110000,0,5,1,3,10+ Miles,Pacific,43
18210,M,F,130000,4,5,1,4,0-1 Miles,Pacific,43
18211,M,F,130000,4,5,1,4,10+ Miles,Pacific,43
18212,M,M,90000,0,0,1,4,10+ Miles,Pacific,44
18213,S,F,100000,0,5,1,3,10+ Miles,Pacific,44
18214,M,M,100000,0,5,0,4,10+ Miles,Pacific,43
18215,S,F,90000,0,0,1,4,10+ Miles,Pacific,44
18216,M,F,90000,0,0,1,4,10+ Miles,Pacific,44
18217,M,M,110000,0,5,1,4,10+ Miles,Pacific,45
18218,M,M,110000,0,5,0,4,10+ Miles,Pacific,45
18219,M,F,120000,0,5,1,4,10+ Miles,Pacific,44
18220,M,M,110000,0,5,1,4,10+ Miles,Pacific,43
18221,M,M,160000,5,5,0,4,10+ Miles,Pacific,44
18222,M,F,130000,0,5,1,4,0-1 Miles,Pacific,46
18223,M,M,90000,5,5,1,3,0-1 Miles,North America,50
18224,S,F,90000,0,0,0,1,5-10 Miles,North America,50
18225,S,F,90000,0,0,0,1,5-10 Miles,North America,50
18226,M,M,60000,1,0,1,1,2-5 Miles,North America,55
18227,M,F,60000,1,0,1,1,0-1 Miles,North America,54
18228,M,M,60000,1,0,1,1,2-5 Miles,North America,55
18229,M,F,60000,1,0,1,1,2-5 Miles,North America,55
18230,M,F,60000,5,4,1,1,0-1 Miles,North America,56
18231,M,F,80000,2,0,1,0,0-1 Miles,North America,56
18232,M,F,80000,1,0,1,1,0-1 Miles,North America,57
18233,S,F,60000,3,2,1,0,2-5 Miles,North America,57
18234,M,F,60000,1,0,1,1,2-5 Miles,North America,57
18235,M,M,70000,5,4,1,2,0-1 Miles,North America,56
18236,M,M,80000,5,0,1,0,0-1 Miles,North America,57
18237,M,F,80000,5,0,1,0,0-1 Miles,North America,57
18238,M,M,90000,1,0,1,0,0-1 Miles,Pacific,45
18239,M,F,90000,1,0,1,0,0-1 Miles,Pacific,46
18240,M,M,90000,1,0,1,0,0-1 Miles,Pacific,45
18241,M,M,90000,1,0,1,0,0-1 Miles,Pacific,46
18242,M,F,90000,1,0,1,0,0-1 Miles,Pacific,46
18243,M,M,90000,1,0,1,0,0-1 Miles,Pacific,45
18244,M,F,100000,1,0,1,0,0-1 Miles,Pacific,46
18245,S,F,60000,2,2,1,1,2-5 Miles,Pacific,47
18246,M,M,90000,2,0,1,0,2-5 Miles,Pacific,44
18247,M,F,70000,5,5,1,3,10+ Miles,Pacific,47
18248,M,M,110000,1,0,1,0,0-1 Miles,Pacific,46
18249,M,F,120000,1,0,1,1,5-10 Miles,Pacific,45
18250,S,M,70000,5,5,1,3,10+ Miles,Pacific,48
18251,S,M,70000,5,5,1,4,10+ Miles,Pacific,47
18252,M,M,80000,5,5,1,3,0-1 Miles,Pacific,48
18253,M,F,80000,5,5,1,3,0-1 Miles,Pacific,49
18254,S,M,100000,0,0,1,0,1-2 Miles,Pacific,49
18255,S,F,60000,2,2,1,1,2-5 Miles,Pacific,50
18256,M,M,60000,3,3,1,1,0-1 Miles,Pacific,50
18257,M,F,70000,5,5,1,4,10+ Miles,Pacific,46
18258,S,F,70000,0,0,0,1,5-10 Miles,Pacific,47
18259,S,F,70000,0,0,0,1,5-10 Miles,Pacific,50
18260,S,F,70000,0,0,0,1,0-1 Miles,Pacific,49
18261,S,F,70000,0,0,0,1,5-10 Miles,Pacific,50
18262,S,F,60000,3,3,1,2,5-10 Miles,Pacific,51
18263,M,F,60000,3,3,1,2,5-10 Miles,Pacific,51
18264,S,M,60000,4,4,1,3,10+ Miles,Pacific,51
18265,M,F,60000,4,4,1,3,10+ Miles,Pacific,51
18266,S,F,60000,4,4,1,3,5-10 Miles,Pacific,51
18267,M,M,60000,3,2,1,2,5-10 Miles,Pacific,52
18268,M,M,60000,3,2,1,2,5-10 Miles,Pacific,52
18269,S,F,60000,3,2,1,2,5-10 Miles,Pacific,52
18270,S,F,70000,0,0,0,1,5-10 Miles,Pacific,52
18271,M,M,70000,0,0,0,1,0-1 Miles,Pacific,52
18272,M,F,90000,3,3,1,0,1-2 Miles,Pacific,48
18273,M,F,90000,4,4,1,0,1-2 Miles,Pacific,47
18274,M,F,90000,4,4,1,0,0-1 Miles,Pacific,47
18275,S,F,70000,1,0,0,1,0-1 Miles,Pacific,53
18276,S,F,60000,1,0,1,1,5-10 Miles,Pacific,53
18277,M,M,60000,1,0,1,1,0-1 Miles,Pacific,52
18278,M,M,60000,1,0,1,1,5-10 Miles,Pacific,54
18279,S,F,60000,1,0,1,1,5-10 Miles,Pacific,53
18280,M,M,60000,1,0,1,1,5-10 Miles,Pacific,54
18281,S,F,60000,1,0,0,1,0-1 Miles,Pacific,53
18282,S,F,100000,0,0,0,1,5-10 Miles,Pacific,48
18283,S,F,100000,0,0,0,1,5-10 Miles,Pacific,49
18284,S,M,100000,0,0,0,1,2-5 Miles,Pacific,49
18285,M,M,60000,1,0,1,1,5-10 Miles,Pacific,55
18286,M,F,60000,1,0,1,1,5-10 Miles,Pacific,54
18287,M,F,40000,2,0,1,1,5-10 Miles,Pacific,82
18288,S,F,70000,0,0,0,1,0-1 Miles,Pacific,50
18289,M,F,80000,5,5,1,4,0-1 Miles,Pacific,50
18290,S,F,70000,0,0,0,1,5-10 Miles,Pacific,50
18291,S,F,70000,0,0,0,1,5-10 Miles,Pacific,51
18292,S,M,70000,0,0,0,1,5-10 Miles,Pacific,51
18293,M,M,90000,1,0,1,1,5-10 Miles,Pacific,56
18294,M,F,90000,1,0,1,1,5-10 Miles,Pacific,56
18295,M,F,90000,2,0,1,1,5-10 Miles,Pacific,56
18296,S,F,70000,0,0,0,1,0-1 Miles,Pacific,51
18297,S,F,70000,0,0,0,2,5-10 Miles,Pacific,52
18298,S,M,70000,5,4,1,2,5-10 Miles,Pacific,52
18299,M,M,70000,5,4,1,2,5-10 Miles,Pacific,53
18300,M,F,60000,1,0,1,1,5-10 Miles,Pacific,54
18301,S,F,90000,2,0,0,1,2-5 Miles,Pacific,57
18302,S,M,90000,2,0,0,1,5-10 Miles,Pacific,57
18303,S,M,90000,2,0,0,1,5-10 Miles,Pacific,57
18304,S,F,70000,1,0,1,1,5-10 Miles,Pacific,57
18305,M,M,40000,2,0,1,1,0-1 Miles,Pacific,79
18306,M,F,70000,5,4,0,3,5-10 Miles,Pacific,54
18307,S,F,70000,1,0,1,1,5-10 Miles,Pacific,59
18308,S,F,70000,1,0,1,1,5-10 Miles,Pacific,59
18309,S,F,70000,1,0,1,1,5-10 Miles,Pacific,59
18310,M,M,10000,2,1,1,2,5-10 Miles,Pacific,65
18311,M,F,40000,0,0,1,1,5-10 Miles,North America,40
18312,S,M,40000,0,0,0,2,0-1 Miles,North America,40
18313,S,F,30000,0,0,0,2,0-1 Miles,North America,35
18314,S,M,30000,0,0,0,2,0-1 Miles,North America,34
18315,M,F,30000,0,0,1,2,5-10 Miles,North America,35
18316,S,M,30000,0,0,0,2,0-1 Miles,North America,34
18317,M,F,30000,0,0,1,2,5-10 Miles,North America,35
18318,M,M,40000,0,0,1,2,5-10 Miles,North America,35
18319,S,F,30000,2,0,1,2,5-10 Miles,Pacific,78
18320,M,M,30000,0,0,0,2,0-1 Miles,North America,36
18321,S,M,30000,0,0,0,2,5-10 Miles,North America,36
18322,S,M,30000,0,0,0,2,0-1 Miles,North America,35
18323,S,M,40000,0,0,1,2,5-10 Miles,North America,37
18324,S,M,40000,0,0,0,2,0-1 Miles,North America,37
18325,M,F,40000,2,0,1,2,0-1 Miles,Pacific,76
18326,M,M,40000,2,0,0,2,0-1 Miles,Pacific,76
18327,S,M,30000,0,0,1,2,5-10 Miles,North America,38
18328,M,M,40000,0,0,1,2,5-10 Miles,North America,37
18329,S,M,30000,0,0,0,2,5-10 Miles,North America,36
18330,S,F,60000,2,0,1,1,5-10 Miles,Pacific,76
18331,M,M,30000,2,0,0,2,0-1 Miles,Pacific,75
18332,M,M,30000,2,0,0,2,0-1 Miles,Pacific,75
18333,S,F,30000,2,0,1,2,5-10 Miles,Pacific,74
18334,M,M,30000,2,0,0,2,0-1 Miles,Pacific,73
18335,M,M,40000,2,0,1,2,5-10 Miles,Pacific,72
18336,M,F,40000,2,0,1,2,5-10 Miles,Pacific,73
18337,S,F,50000,2,0,1,1,5-10 Miles,Pacific,73
18338,S,F,50000,2,0,1,1,5-10 Miles,Pacific,73
18339,S,F,40000,0,0,1,1,5-10 Miles,North America,39
18340,S,F,40000,0,0,1,1,5-10 Miles,North America,39
18341,S,M,40000,0,0,0,1,1-2 Miles,North America,39
18342,S,F,40000,0,0,1,1,5-10 Miles,North America,39
18343,S,M,40000,0,0,0,1,1-2 Miles,North America,39
18344,S,M,60000,0,0,1,1,5-10 Miles,North America,39
18345,M,F,40000,0,0,1,2,5-10 Miles,North America,39
18346,S,F,30000,0,0,0,1,1-2 Miles,North America,41
18347,S,F,30000,0,0,0,1,1-2 Miles,North America,40
18348,S,F,30000,0,0,0,1,1-2 Miles,North America,40
18349,S,M,30000,0,0,1,1,5-10 Miles,North America,41
18350,M,F,60000,0,0,1,1,5-10 Miles,North America,41
18351,M,M,70000,0,0,1,2,5-10 Miles,North America,43
18352,M,M,80000,0,0,1,1,1-2 Miles,North America,42
18353,M,M,80000,0,0,1,1,1-2 Miles,North America,43
18354,M,M,170000,0,0,1,0,0-1 Miles,North America,48
18355,M,M,90000,4,4,1,1,0-1 Miles,North America,47
18356,M,M,90000,4,4,1,2,1-2 Miles,North America,47
18357,M,F,100000,2,0,1,3,0-1 Miles,North America,47
18358,M,M,30000,0,0,0,1,1-2 Miles,North America,36
18359,S,F,60000,0,0,0,1,1-2 Miles,North America,36
18360,M,M,60000,0,0,1,1,5-10 Miles,North America,35
18361,S,M,60000,0,0,0,2,1-2 Miles,North America,35
18362,M,F,40000,0,0,0,2,1-2 Miles,North America,36
18363,M,M,40000,0,0,1,2,5-10 Miles,North America,37
18364,M,M,40000,0,0,0,1,1-2 Miles,North America,37
18365,M,M,40000,0,0,1,1,5-10 Miles,North America,36
18366,M,F,60000,0,0,0,2,1-2 Miles,North America,37
18367,M,M,10000,2,1,1,2,1-2 Miles,Pacific,69
18368,M,M,60000,1,1,1,0,0-1 Miles,North America,44
18369,M,F,60000,1,1,1,0,1-2 Miles,North America,44
18370,M,M,60000,1,1,1,0,0-1 Miles,North America,44
18371,M,F,60000,1,1,1,0,1-2 Miles,North America,43
18372,M,M,50000,1,1,1,0,0-1 Miles,North America,43
18373,M,F,50000,1,1,1,0,0-1 Miles,North America,43
18374,M,M,100000,5,2,1,0,0-1 Miles,North America,50
18375,M,F,150000,2,0,1,4,1-2 Miles,North America,51
18376,M,F,70000,3,2,1,0,5-10 Miles,North America,59
18377,S,F,70000,3,2,1,1,5-10 Miles,North America,59
18378,M,M,80000,3,0,0,2,2-5 Miles,North America,59
18379,M,F,80000,3,0,0,2,0-1 Miles,North America,58
18380,M,F,80000,2,1,1,1,0-1 Miles,North America,59
18381,S,F,90000,2,1,1,1,5-10 Miles,North America,58
18382,M,F,80000,4,3,1,2,0-1 Miles,North America,52
18383,S,F,90000,0,0,1,1,5-10 Miles,North America,52
18384,S,F,90000,0,0,0,1,10+ Miles,North America,52
18385,M,M,110000,4,2,1,4,1-2 Miles,North America,52
18386,M,M,120000,4,3,1,3,5-10 Miles,North America,52
18387,M,M,130000,3,2,1,4,0-1 Miles,North America,52
18388,M,F,150000,3,1,1,2,1-2 Miles,North America,51
18389,S,M,80000,5,4,0,2,0-1 Miles,North America,53
18390,M,M,80000,5,4,1,2,0-1 Miles,North America,53
18391,S,F,80000,5,4,1,2,5-10 Miles,North America,53
18392,S,F,80000,5,4,0,2,0-1 Miles,North America,53
18393,M,F,100000,1,2,1,3,5-10 Miles,North America,53
18394,M,M,100000,1,2,1,3,5-10 Miles,North America,53
18395,M,M,100000,1,2,1,4,5-10 Miles,North America,53
18396,M,M,100000,1,2,1,4,1-2 Miles,North America,53
18397,M,M,100000,3,2,1,4,1-2 Miles,North America,53
18398,S,M,110000,1,3,1,3,5-10 Miles,North America,53
18399,S,F,120000,1,3,1,4,5-10 Miles,North America,53
18400,S,M,120000,1,3,1,4,5-10 Miles,North America,53
18401,S,M,70000,5,4,1,3,5-10 Miles,North America,53
18402,M,F,80000,5,4,1,3,5-10 Miles,North America,53
18403,S,F,80000,5,4,1,3,5-10 Miles,North America,54
18404,M,F,80000,5,4,1,3,1-2 Miles,North America,54
18405,M,F,110000,1,3,1,3,2-5 Miles,North America,54
18406,S,M,130000,1,3,0,2,0-1 Miles,North America,53
18407,M,F,60000,2,0,0,2,5-10 Miles,North America,59
18408,S,M,60000,2,0,1,2,5-10 Miles,North America,59
18409,M,F,60000,2,0,0,2,5-10 Miles,North America,60
18410,M,M,60000,2,0,0,2,1-2 Miles,North America,59
18411,M,M,60000,2,0,0,2,5-10 Miles,North America,60
18412,S,F,70000,4,3,1,0,5-10 Miles,North America,60
18413,M,M,80000,3,2,1,1,1-2 Miles,North America,60
18414,M,F,40000,3,0,0,2,1-2 Miles,North America,79
18415,M,F,70000,4,0,1,2,1-2 Miles,North America,79
18416,M,F,100000,3,2,1,4,5-10 Miles,North America,55
18417,M,M,110000,5,3,1,4,5-10 Miles,North America,55
18418,S,F,110000,3,3,1,4,5-10 Miles,North America,54
18419,M,F,120000,1,3,1,4,2-5 Miles,North America,54
18420,M,F,160000,1,3,0,3,2-5 Miles,North America,55
18421,M,F,170000,1,0,1,4,0-1 Miles,North America,55
18422,S,F,170000,1,1,0,3,0-1 Miles,North America,55
18423,S,M,80000,2,0,0,2,1-2 Miles,North America,61
18424,S,M,60000,2,0,1,2,5-10 Miles,North America,61
18425,M,M,60000,2,0,0,2,5-10 Miles,North America,60
18426,M,M,70000,3,0,1,2,1-2 Miles,North America,62
18427,M,M,70000,3,0,1,2,5-10 Miles,North America,62
18428,S,F,70000,3,0,1,2,1-2 Miles,North America,62
18429,S,F,70000,3,0,1,2,5-10 Miles,North America,62
18430,M,F,40000,3,0,0,2,5-10 Miles,North America,63
18431,M,M,40000,3,0,0,2,5-10 Miles,North America,63
18432,M,F,70000,5,0,1,2,10+ Miles,North America,77
18433,M,M,70000,5,0,0,2,1-2 Miles,North America,77
18434,M,M,80000,4,0,1,2,5-10 Miles,North America,77
18435,S,F,70000,5,0,1,2,10+ Miles,North America,76
18436,M,M,80000,4,0,0,2,1-2 Miles,North America,76
18437,M,F,70000,5,0,1,2,10+ Miles,North America,74
18438,M,F,60000,3,0,1,2,10+ Miles,North America,74
18439,M,F,60000,3,0,1,2,10+ Miles,North America,74
18440,M,M,60000,3,0,1,2,1-2 Miles,North America,73
18441,M,F,70000,5,0,1,2,10+ Miles,North America,74
18442,S,M,70000,5,0,1,2,10+ Miles,North America,74
18443,M,M,10000,2,1,1,2,5-10 Miles,Pacific,68
18444,S,F,20000,4,0,1,2,5-10 Miles,Pacific,68
18445,M,M,20000,4,0,1,2,5-10 Miles,Pacific,67
18446,M,M,20000,4,0,0,2,1-2 Miles,Pacific,68
18447,M,F,10000,2,1,1,2,5-10 Miles,Pacific,66
18448,M,F,60000,0,0,1,2,5-10 Miles,North America,37
18449,M,M,40000,0,0,0,2,1-2 Miles,North America,37
18450,M,M,10000,2,1,1,2,5-10 Miles,Pacific,67
18451,M,M,20000,2,1,1,2,5-10 Miles,Pacific,67
18452,M,M,30000,3,0,0,2,1-2 Miles,Pacific,67
18453,S,F,40000,0,0,1,1,5-10 Miles,North America,38
18454,S,M,60000,0,0,1,2,5-10 Miles,North America,37
18455,M,M,60000,0,0,0,2,1-2 Miles,North America,37
18456,S,M,60000,0,0,0,2,1-2 Miles,North America,38
18457,M,F,30000,3,0,0,2,1-2 Miles,Pacific,65
18458,S,M,30000,3,0,1,2,5-10 Miles,Pacific,65
18459,S,F,30000,0,0,0,2,1-2 Miles,North America,35
18460,S,F,70000,0,0,0,2,0-1 Miles,North America,35
18461,M,F,30000,3,0,0,2,1-2 Miles,Pacific,63
18462,M,M,30000,3,0,1,2,5-10 Miles,Pacific,63
18463,M,F,30000,3,0,1,2,5-10 Miles,Pacific,63
18464,M,F,30000,3,0,1,2,5-10 Miles,Pacific,62
18465,S,F,30000,3,0,1,2,5-10 Miles,Pacific,63
18466,M,F,40000,2,0,1,2,5-10 Miles,Pacific,62
18467,S,M,40000,3,0,1,2,5-10 Miles,Pacific,61
18468,S,M,40000,3,0,1,2,5-10 Miles,Pacific,62
18469,S,F,80000,2,0,0,2,1-2 Miles,Pacific,61
18470,S,F,80000,2,0,0,2,1-2 Miles,Pacific,60
18471,S,F,30000,0,0,0,2,1-2 Miles,North America,40
18472,S,F,30000,0,0,1,2,5-10 Miles,North America,40
18473,M,M,60000,0,0,1,2,5-10 Miles,North America,40
18474,M,M,60000,0,0,1,2,5-10 Miles,North America,40
18475,S,F,30000,0,0,0,2,1-2 Miles,North America,41
18476,S,F,30000,0,0,0,2,1-2 Miles,North America,41
18477,S,F,60000,0,0,0,2,1-2 Miles,North America,42
18478,M,M,70000,0,0,1,2,5-10 Miles,North America,41
18479,M,F,70000,0,0,1,2,5-10 Miles,North America,41
18480,S,F,70000,0,0,1,2,5-10 Miles,North America,42
18481,M,F,70000,0,0,1,2,5-10 Miles,North America,42
18482,S,F,80000,2,0,0,2,1-2 Miles,Pacific,59
18483,S,M,80000,2,0,0,2,1-2 Miles,Pacific,60
18484,S,M,80000,2,0,0,2,1-2 Miles,Pacific,59
